system:index,CHILI,EVH,rdnbr,Aspect,Burning.Index,ERC,FM100,FM1000,mTPI,Max Gust,Slope,struccond
1544_0,61,11,625.2100317,35.481464,37,47,11.1,13.4,-36,15.14999962,32.584404,4
1545_0,197,11,1032.30183,266.5907,62,77,6,8.2,83,23.45999908,16.840858,4
1546_0,150,10,117.8005083,294.88428,40,54,8.8,12.6,-79,31.03999901,26.939392,4
1547_0,194,11,76.09821341,154.42827,49,60,8.1,11.5,21,26.26000023,7.3351617,4
1548_0,187,11,796.4021641,277.2184,36,50,9.6,13.3,8,32.61000061,8.665854,4
1549_0,197,10,297.6424714,262.06387,40,57,8.4,12.1,-5,32.59000015,14.915812,4
1550_0,205,11,876.923968,155.94579,46,60,8.1,11.7,81,19.94999886,9.498131,4
1551_0,232,1,1009.481069,252.78252,66,83,5.2,7.3,-41,20.17000008,28.796732,4
1552_0,189,11,317.6730109,285.1387,45,55,9.1,11.9,-34,32.11000061,8.027614,4
1553_0,92,11,951.5674721,5.814385,41,53,10.2,12.4,14,19.18999863,23.8619,4
1554_0,204,11,1185.809755,314.3535,59,73,6.6,8.7,5,16.76000023,2.8357193,4
1556_0,198,11,24.72728718,249.40932,49,60,8.1,11.5,-19,26.09000015,10.1323185,4
1557_0,100,10,1080.071025,332.15695,40,53,10.4,12.3,140,23.13999939,29.522577,4
1558_0,170,10,176.5939411,350.53452,39,49,10.5,13,-22,18.98999977,4.998243,4
1559_0,152,10,-19.26141518,340.83304,45,57,8.4,12.2,-6,27.01000023,10.044552,4
1560_0,135,11,961.1263925,343.22937,38,53,9.2,12.5,-118,29.98999977,33.267395,4
1561_0,148,11,757.1101226,313.90967,41,53,8.9,12.7,13,32.80999756,14.850496,4
1562_0,202,10,203.5993493,229.2773,40,57,8.4,12.1,65,35.91999817,9.071904,4
1563_0,178,10,210.3672462,346.89304,49,62,8,11.2,21,25.51000023,0.85139245,4
1564_0,57,11,618.1001098,330.63788,63,81,5.9,7.4,46,25.53999901,39.821022,4
1565_0,202,10,125.3672596,199.84364,42,55,10,12,23,18.8599987,14.745092,4
1566_0,181,10,1363.208987,121.72086,45,60,8.2,11.3,4,27.92000008,11.58608,4
1567_0,85,11,1050.13515,36.881344,39,53,9.2,12.2,53,32.84000015,25.414576,4
1569_0,154,10,445.4952286,347.27417,34,46,10.8,13,7,19.38999939,8.685144,4
1570_0,110,11,202.0342762,328.45105,45,60,8.1,11.5,134,32.36999893,28.209688,4
1571_0,163,11,1281.4726,349.52194,52,71,7.1,9.4,-18,18.56999969,5.8626013,4
1572_0,90,11,1261.733892,76.65292,49,60,8,11.3,114,32.06999969,27.032614,4
1573_0,164,11,400.8584178,0.4853644,63,80,6.1,7.5,-68,22.80999947,7.584741,4
1575_0,225,11,1131.832327,206.38722,54,75,6.8,8.3,17,18.80999947,14.202627,4
1577_0,228,4,1053.519364,258.02222,48,68,7.1,10,33,30.38999939,18.700657,4
1578_0,161,10,930.0906851,96.35009,43,56,9.2,12,-55,17.73999977,21.966208,4
1579_0,181,11,1.23039049,287.66672,41,53,9.9,12.4,-9,21.06999969,22.57104,4
1580_0,175,10,190.4315607,338.59354,45,60,8.1,11.5,-78,32.36999893,2.3630893,4
1581_0,185,11,477.6625852,133.62733,54,76,6.7,8.3,-16,13.97999954,6.7313366,4
1582_0,210,10,952.1971916,160.83234,48,58,8.2,11.7,54,34.06999969,37.226093,4
1583_0,109,10,1310.512083,4.813548,49,58,9.1,11,85,18.04999924,20.886726,4
1584_0,100,11,326.5392816,18.34879,50,66,7.7,10.2,-64,35.75999832,23.637072,4
1585_0,140,11,671.8634414,326.6342,59,70,6.9,9.5,36,15.75999928,14.601857,4
1586_0,177,10,156.7327017,93.6493,55,76,6.8,8.3,-3,14.14999962,2.9484177,4
1587_0,140,10,25.5377615,48.678978,40,53,10.6,12.1,-20,15.13000011,12.299664,4
1588_0,231,10,11.59235253,227.43521,51,66,7.2,10.5,-79,25.89999962,24.91405,4
1589_0,217,11,1268.136598,185.4781,54,75,6.8,8.5,51,14.75999928,17.18385,4
1590_0,150,11,41.94102005,81.067055,40,57,8.4,12.1,10,28.38999939,15.486621,4
1591_0,66,11,233.0674331,48.28161,42,60,8.7,10.7,58,29.64999962,21.151052,4
1592_0,35,10,83.67950715,322.04608,45,55,9.1,11.9,12,30.75,35.25764,4
1593_0,79,11,1056.457414,357.80844,61,78,6.6,7.9,32,27.26000023,32.96789,4
1595_0,176,11,931.9887337,100.49394,46,64,7.2,10.9,-29,24.35000038,12.247032,4
1596_0,160,11,576.6620669,302.98724,49,62,8,11.2,33,20.10000038,19.537563,4
1597_0,164,10,831.9256454,88.24042,34,45,11.5,13.5,3,25.07999992,7.552577,4
1598_0,246,10,1129.451133,180.99529,62,76,5.8,8.6,-66,15.82999992,37.356613,4
1599_0,215,11,321.0252777,171.57509,55,77,6.4,8.1,61,14.25,17.491924,4
1600_0,105,9,164.3344146,352.38116,37,53,8.9,12.9,36,35.81999969,24.395435,4
1601_0,248,11,1299.499547,196.83507,44,56,9.1,12.2,-20,25.36999893,34.885063,4
1603_0,144,11,727.6645874,319.91727,42,55,10,12,5,15.65999985,19.334766,4
1604_0,93,11,1102.656522,51.369514,50,61,8.2,11,58,31.69999886,18.062004,4
1605_0,179,10,1322.762818,298.10788,62,77,6,8.2,36,23.45999908,10.62479,4
1606_0,236,11,1005.215567,236.46086,43,54,9.4,12.7,-102,25.15999985,30.138391,4
1607_0,229,10,1399.64866,181.79662,46,58,9.1,11.1,-2,20.71999931,21.184206,4
1608_0,228,10,80.74352096,176.86307,66,83,5.2,7.3,33,20.17000008,13.96865,4
1609_0,137,11,1292.920139,304.9137,59,73,7,8.7,4,19.93999863,25.21911,4
1610_0,158,11,39.02578635,2.0857613,39,54,8.6,12.8,65,31.56999969,7.0735054,4
1611_0,165,10,569.8084988,86.68408,50,62,8.2,10.7,-1,23.59000015,3.6534374,4
1612_0,217,11,374.2333213,148.41994,60,65,7.7,10.2,74,21.52999878,22.22654,4
1615_0,163,11,1077.54257,114.323814,62,80,5.6,7.8,-139,24.22999954,34.546745,4
1616_0,83,10,1303.927684,77.795456,45,57,8.4,12.2,-143,27.76999855,37.087154,4
1617_0,240,10,964.0671931,229.8348,48,61,7.9,11.5,-45,20.39999962,26.157906,4
1618_0,87,11,636.8254634,341.0231,41,51,10.1,13.2,-68,23.76999855,21.032888,4
1619_0,170,11,1156.427051,284.83572,49,59,8.4,11.3,10,23.47999954,28.009445,4
1620_0,181,11,766.6678217,272.27277,48,59,8.3,11.4,33,26.14999962,19.004602,4
1621_0,74,10,1403.53725,30.844595,46,58,8.5,11.7,-25,22.8599987,29.683208,4
1622_0,210,10,27.34525773,251.0438,39,54,8.6,12.8,49,31.56999969,17.352005,4
1623_0,185,10,11.23288776,194.17868,49,60,8.1,11.5,-12,26.26000023,12.397441,4
1624_0,117,11,413.67458,312.63907,54,75,6.7,8.6,-19,12.86999989,32.427452,4
1625_0,166,10,1284.379836,113.751625,43,56,9.2,12,-22,17.57999992,24.89576,4
1626_0,199,11,1371.059202,261.08426,63,75,6.2,8.7,37,21.77000046,6.125625,4
1627_0,180,11,830.5986108,318.80307,39,49,10.6,12.4,-42,13.56999969,0.68739545,4
1628_0,106,10,1204.084506,11.886142,51,65,7.8,10.1,-51,21.88999939,21.505299,4
1629_0,159,11,1081.267042,358.10803,51,72,6.7,9.2,17,21.77000046,11.705423,4
1630_0,251,11,1245.842418,192.7912,61,75,6.2,8.6,3,15.82999992,25.590918,4
1631_0,251,10,48.77976444,142.61725,48,58,8.3,11.7,6,29.03999901,13.20673,4
1632_0,97,11,1381.212912,37.540997,45,60,8.1,11.5,-63,31.34000015,22.855536,4
1633_0,158,11,76.13990005,321.5171,45,57,8.4,12.2,-3,22.79999924,10.855426,4
1634_0,138,11,119.6019862,329.3619,50,67,7.2,10.1,74,39.22999954,13.716376,4
1635_0,175,11,247.9274932,328.93256,39,55,8.5,12.5,38,35.63000107,2.2535424,4
1636_0,127,11,46.22701063,307.4106,44,56,9.1,12.2,-44,25.36999893,34.14003,4
1637_0,144,11,1258.367121,76.28024,62,78,5.8,8.1,46,23.94999886,40.178146,4
1638_0,173,11,367.1821149,281.2326,37,53,9.1,12.7,-93,33.57999802,26.848742,4
1639_0,150,10,-30.54871173,93.42545,46,56,9.4,11.4,-36,18.37999916,7.0263233,4
1640_0,160,11,1006.031487,50.262005,43,55,9.4,12.1,-14,15.92999935,7.7727737,4
1641_0,212,11,1379.410029,234.74138,48,62,7.8,10.9,-85,38.37999725,14.07865,4
1642_0,227,10,1267.581004,236.88113,59,73,7,8.7,-40,19.93999863,37.29338,4
1643_0,166,10,1148.79704,130.21849,41,53,9.9,12.4,66,17.6099987,35.261696,4
1644_0,65,10,84.47160434,7.503778,46,60,8,11.3,-125,30.4299984,28.73602,4
1645_0,99,11,1017.660941,68.815765,39,56,8.6,12.4,-64,36.14999771,28.188911,4
1646_0,162,11,1199.288184,43.98921,54,75,6.8,8.5,53,15.07999992,6.094532,4
1647_0,97,10,267.6984625,313.0036,51,61,8.5,10.7,-29,23.04999924,39.894535,4
1648_0,178,11,693.568908,288.38055,34,46,10.8,13,3,19.38999939,7.2455482,4
1650_0,187,11,982.9912715,135.09726,44,54,9.7,11.8,23,30.63999939,12.100698,4
1651_0,173,11,872.1236583,299.65073,49,62,8,10.7,8,29.8599987,9.348007,4
1652_0,208,10,1290.526501,250.63368,46,58,8.6,11.5,-65,24,47.032684,4
1653_0,221,10,898.9785458,191.73761,43,55,9.4,12.1,49,15.07999992,18.756483,4
1654_0,226,10,39.72685537,228.0288,42,54,9.3,12.8,22,15.13000011,21.732965,4
1655_0,100,11,838.9868156,37.639084,45,60,8.2,11.3,27,24.23999977,22.640856,4
1657_0,18,11,840.8216373,28.45893,39,53,8.8,12.8,110,35.27999878,38.70321,4
1658_0,231,10,35.8868518,234.45609,49,60,8,11.3,28,32.52999878,22.433773,4
1659_0,173,11,1330.600415,92.47191,62,75,6.9,8.2,-27,21.11999893,7.238969,4
1660_0,169,10,526.6673882,337.44992,61,72,6.8,9,-26,23.01000023,3.9972014,4
1661_0,215,10,83.55227238,183.17715,65,67,7.5,9.6,77,25.56999969,14.233799,4
1662_0,166,11,886.777616,317.88113,49,63,7.8,10.7,36,20.85000038,9.819012,4
1663_0,174,11,1003.483778,301.41617,47,66,7.2,10.5,36,33.11000061,7.3048997,4
1664_0,82,10,1447.919663,69.06796,40,51,10.3,13.2,50,26.67000008,38.867527,4
1665_0,223,11,1284.363744,186.81224,57,73,6.5,9.1,75,18.60000038,17.496944,4
1666_0,65,11,913.1735146,341.6762,44,58,8.6,11.7,-35,30.6799984,27.99111,4
1667_0,139,11,1264.927259,26.250837,54,75,6.8,8.5,56,15.07999992,12.203622,4
1668_0,156,11,776.4248149,333.41974,42,54,8.8,12.6,4,33.27999878,15.218206,4
1669_0,65,11,880.1285913,352.72388,50,62,8.2,10.7,-21,23.22999954,35.085953,4
1670_0,191,9,722.0267758,134.95224,54,74,6.7,8.8,33,13.10999966,11.348732,4
1671_0,123,11,101.048633,358.96667,49,62,8,10.7,-8,29.26000023,15.641087,4
1672_0,212,11,1234.437383,146.91856,64,81,6,7.5,-51,27.84000015,37.269985,4
1674_0,10,10,1309.11151,30.394077,46,56,8.4,12.2,32,28.52999878,35.487663,4
1675_0,200,10,157.2996617,151.38281,59,74,6.2,9,-110,15.88000011,35.965992,4
1676_0,169,10,1134.732327,2.5330667,62,77,6,8.2,-73,18.20999908,12.877633,4
1677_0,183,11,255.2233041,122.64748,56,76,6.8,8.1,-15,11.84000015,3.1656249,4
1678_0,204,11,548.0541234,238.51988,43,56,8.9,12.2,-53,20.36999893,12.964084,4
1679_0,234,10,1124.70314,192.40877,45,55,8.9,12,162,25.13999939,23.163149,4
1680_0,220,10,1352.378553,164.06088,60,74,7.2,8.5,-16,22.78999901,22.134289,4
1681_0,205,11,200.9758467,238.35284,50,69,7.1,9.7,135,27.47999954,11.009244,4
1682_0,247,10,585.6491972,225.05736,49,60,8.3,11.1,-42,32.38999939,41.746162,4
1683_0,203,12,1085.893946,210.05487,33,47,10.4,13.6,58,36.54999924,8.377879,4
1684_0,145,11,201.0676397,296.2455,61,78,6.6,7.9,-99,28.87999916,33.017662,4
1685_0,69,11,852.9833239,1.0102458,47,56,9.3,11.5,-181,31.11999893,36.657284,4
1686_0,156,10,1030.592122,33.610504,41,53,8.9,12.7,69,32.80999756,12.173358,4
1687_0,116,11,1064.422211,309.48566,63,66,7.7,10,-22,22.98999977,33.48416,4
1688_0,241,10,278.1304039,223.51947,45,57,8.6,12.1,-55,19.48999977,28.361204,4
1689_0,103,11,548.3698795,331.68475,46,60,8,11.3,104,29.04999924,27.444664,4
1690_0,145,10,1151.98893,15.360917,43,55,9.8,11.9,15,15.92999935,11.659016,4
1691_0,182,11,927.8674231,271.24084,39,49,10.6,12.4,-101,16.77000046,31.199514,4
1693_0,174,11,338.4486742,294.94293,39,55,8.5,12.5,19,35.63000107,13.986603,4
1695_0,171,11,32.95033431,280.99573,49,59,8.2,11.4,4,31.28999901,22.947426,4
1696_0,49,11,1058.406419,63.21879,43,56,9.2,11.6,73,23.26999855,37.5559,4
1697_0,193,11,216.7099598,147.1829,51,70,7.2,9.4,-152,16.46999931,15.501867,4
1698_0,192,11,735.0936348,246.15875,35,46,11.2,13.4,59,21.5,5.9878073,4
1699_0,31,10,1027.282116,31.579332,45,58,8.3,11.9,-39,29.97999954,40.838604,4
1700_0,125,11,872.6121539,103.943054,61,78,6.6,7.9,-38,27.78999901,37.95374,4
1701_0,121,11,48.31153911,13.4705925,54,75,6.8,8.4,-38,14.75999928,18.404886,4
1702_0,193,12,937.4357334,131.66718,43,55,9,12.1,-36,25.14999962,19.736526,4
1703_0,197,11,724.5147696,292.45206,49,70,6.8,9.7,49,28.01999855,23.701603,4
1704_0,195,11,717.7246133,196.29567,51,72,6.7,9.2,-14,18.96999931,4.8233724,4
1705_0,153,11,77.06185358,326.71597,53,74,7,8.6,5,13.50999928,16.236958,4
1706_0,176,10,565.003322,138.36542,41,54,9.3,12.7,-1,17.37999916,41.484596,4
1707_0,176,11,1217.179075,319.22495,59,70,6.9,9.5,-33,22.94999886,9.508178,4
1708_0,223,10,1134.491568,181.85016,49,70,6.8,9.7,-17,20.8599987,18.827768,4
1709_0,69,11,1012.259997,350.79178,41,53,10.2,12.4,-1,19.18999863,30.233788,4
1710_0,206,11,1276.418662,259.50555,39,49,10.6,12.4,73,13.17999935,38.141846,4
1711_0,237,11,1190.336051,223.9374,47,66,7.2,10.5,48,34.30999756,25.798662,4
1712_0,110,11,1081.260011,318.38953,59,73,6.6,8.7,-12,19.18000031,33.263546,4
1713_0,233,11,823.9102784,199.23146,51,63,7.8,10.8,-12,29.63999939,23.826195,4
1714_0,216,10,661.5135214,152.3356,41,53,8.9,12.7,-47,31.1799984,24.487007,4
1715_0,35,11,1183.908862,12.763143,50,68,7,10,75,37.07999802,36.809162,4
1716_0,196,10,185.7608731,270.73074,43,59,8.4,11.7,-40,29.9299984,20.53287,4
1717_0,145,11,805.2470208,340.7099,33,47,10.1,13.7,-22,36.39999771,13.796403,4
1718_0,135,10,337.2838615,28.50794,34,50,10.3,12.8,-39,30.42000008,13.732047,4
1720_0,217,10,1090.66291,248.2871,60,74,7.2,8.5,89,20.81999969,18.353094,4
1721_0,240,10,950.9388997,221.77182,44,56,9,12.2,-137,22.8599987,27.264547,4
1723_0,237,10,545.9198796,186.78957,40,54,9.8,12.2,-58,18.02000046,22.641148,4
1725_0,220,11,772.0246143,240.49513,44,57,8.7,12,-32,25.69999886,20.662706,4
1726_0,198,10,106.4268019,219.44289,50,65,7.5,10.5,-19,30.25,5.8288016,4
1727_0,162,10,1031.186141,44.828674,49,60,8.2,11.4,29,18.18000031,17.419357,4
1728_0,145,10,1035.13878,75.767044,46,59,8.4,11.6,15,25.18999863,19.792791,4
1729_0,129,11,979.4301624,314.97565,45,57,8.4,12.2,-108,27.76999855,26.541971,4
1730_0,105,11,158.2877804,358.84384,55,77,6.4,8.1,-23,14.75999928,22.590204,4
1731_0,167,10,966.6476067,25.464819,33,48,11.1,13.1,27,29.71999931,4.1443777,4
1732_0,168,11,894.601022,330.93878,39,51,10.8,12.8,-50,16.45999908,7.7792325,4
1733_0,208,10,9.863252752,196.03647,63,66,7.7,10,-11,22.98999977,10.782414,4
1734_0,195,10,970.8688568,254.23349,40,51,10.3,13.2,4,26.67000008,9.442911,4
1735_0,185,10,1258.648717,128.96133,47,57,9.1,11.3,58,22.79999924,15.206542,4
1736_0,132,10,589.6765867,73.12418,36,50,9.6,13.3,-3,32.61000061,20.578266,4
1737_0,158,11,1125.527711,332.3239,41,53,9.5,12.1,84,32.15999985,13.098009,4
1738_0,228,11,1164.309834,168.64159,36,50,9.6,13.3,1,29.98999977,24.196644,4
1739_0,204,11,356.4101677,182.83199,55,77,6.4,8.1,-19,14.25,9.986231,4
1740_0,189,11,45.04983244,274.60535,50,65,7.5,10.5,34,23.75,15.634836,4
1742_0,183,10,94.56428555,125.352844,49,60,8.1,11.5,5,26.26000023,21.859783,4
1743_0,201,10,1331.073108,138.24046,40,52,10.4,12.6,62,23.13999939,11.83236,4
1744_0,139,11,1005.713409,331.67065,45,55,8.9,12,138,29.28999901,14.43864,4
1745_0,111,11,914.2145682,44.806934,43,59,8.4,11.7,-57,24.29999924,19.73935,4
1746_0,237,0,1010.42502,221.7738,61,78,6.2,8,-70,21.92000008,26.162495,4
1747_0,244,10,977.6085712,201.5874,43,55,8.7,12.3,99,29.05999947,28.557802,4
1748_0,123,10,1246.379687,88.094864,61,75,6.2,8.6,68,15.82999992,33.18032,4
1749_0,228,11,977.5612466,253.99689,54,74,6.7,8.8,-12,13.88000011,32.44642,4
1750_0,198,11,53.84677268,252.0599,48,58,8.2,11.7,19,34.86000061,12.744801,4
1751_0,170,10,179.7769101,57.77752,45,59,8.4,11.4,-111,33.20999908,3.219067,4
1752_0,186,11,545.2844358,316.54816,41,54,9.9,11.6,-33,17.37999916,0.51652336,4
1753_0,145,11,187.2002845,21.59788,34,46,11,13.1,2,19.13999939,10.776647,4
1754_0,103,11,1231.427064,78.69866,49,60,8,11.3,53,30.43999863,33.48887,4
1755_0,195,11,985.7941625,210.42558,39,49,10.6,12.4,-50,16.77000046,7.542784,4
1756_0,209,10,931.7688554,214.72534,65,79,5.5,8.2,47,17.56999969,9.896393,4
1757_0,89,11,999.547059,65.748405,40,52,10.4,12.6,-24,23.93000031,31.275068,4
1758_0,193,11,113.6268145,276.0209,49,59,8.4,11.3,-19,24,9.116318,4
1759_0,157,11,-79.02276829,16.964346,54,75,6.8,8.4,31,14.86999989,9.17976,4
1760_0,89,11,125.3920918,28.871094,50,66,7.7,10.2,-85,35.75999832,24.569122,4
1761_0,180,11,1080.097742,122.38875,56,77,6.4,8.4,-46,13.69999981,14.275744,4
1762_0,224,11,322.2312515,243.92445,37,53,9.1,12.7,9,34.77000046,27.794128,4
1763_0,226,10,640.8664315,201.12822,43,55,9.2,12.4,-30,20.09000015,17.572668,4
1764_0,44,10,607.7842459,62.60051,44,54,9.7,11.8,-9,31.1799984,32.970024,4
1765_0,180,10,575.0250076,113.01548,43,55,9.4,12.1,49,15.07999992,11.072176,4
1766_0,68,11,927.5427599,14.118339,51,62,7.7,10.9,110,31.51999855,27.964977,4
1767_0,186,10,1437.297467,117.24708,62,79,5.5,8,5,22.79999924,5.7526627,4
1768_0,148,11,1321.478457,26.959421,62,77,6,8.2,-57,20.42000008,13.353125,4
1769_0,240,11,490.5147338,198.93468,48,62,7.8,11.1,87,28.80999947,25.11649,4
1770_0,240,10,1051.005972,185.46529,61,75,6.2,8.6,-83,14.81999969,22.226625,4
1771_0,132,11,532.3694439,134.6783,47,60,8.2,11.3,-3,23.61999893,40.882378,4
1772_0,215,10,278.1607382,219.31023,35,49,10.5,12.9,-16,28.18999863,12.800878,4
1773_0,178,11,377.0267295,278.2043,51,65,7.8,10.1,-37,25.39999962,18.547737,4
1774_0,179,11,165.0892023,93.1566,54,76,6.7,8.3,-83,14.25,1.2088034,4
1775_0,230,11,616.8417151,200.86436,35,48,11.2,12.9,-69,21.60000038,14.32246,4
1776_0,178,10,99.26066532,305.751,39,52,10.8,12.3,-19,14.07999992,7.1271834,4
1777_0,136,10,350.7524155,107.971794,61,65,8.1,10.3,31,26.31999969,38.58133,4
1778_0,247,10,1167.776957,199.6704,50,60,8.9,10.7,-68,26.54999924,30.98207,4
1779_0,165,10,935.4072933,124.089676,41,53,10.2,12.4,6,16.21999931,20.5838,4
1780_0,140,11,991.0702644,99.67406,46,58,8.6,11.5,-83,26.63999939,33.076984,4
1781_0,128,11,1004.092136,349.68942,38,50,10.8,12.8,138,17.63999939,18.574028,4
1782_0,137,11,854.0489183,87.97557,55,76,6.7,8.3,-14,12.2699995,18.492708,4
1783_0,141,10,-7.911057768,308.39066,46,54,9.5,11.8,11,31.43999863,23.945992,4
1784_0,141,12,589.5345388,313.09464,61,78,6.6,7.9,-69,27.43000031,20.962173,4
1785_0,170,10,1049.285795,10.8071165,32,46,11,13.6,40,24.65999985,10.778046,4
1786_0,199,10,66.52389974,226.03146,48,62,7.8,11.1,-27,28.84000015,6.8936095,4
1787_0,224,10,185.3476,170.5201,62,65,7.6,10.1,20,24.97999954,11.785716,4
1788_0,159,10,1285.746041,342.1292,62,77,6,8.2,85,20.93999863,8.989534,4
1789_0,191,11,162.7189081,267.89688,49,70,6.8,9.7,96,28.01999855,17.07088,4
1790_0,181,10,10.53571171,76.292076,49,60,8,11.3,-124,32.06999969,6.6665773,4
1791_0,171,12,588.4240964,321.12128,51,65,7.8,10.1,-50,22.07999992,6.782221,4
1792_0,132,10,1081.23758,331.9797,61,72,6.8,9,3,23.01000023,21.014378,4
1793_0,159,9,986.6706929,352.71396,34,45,11.5,13.5,13,22,6.9365153,4
1794_0,132,10,1006.680105,310.04376,40,54,9.8,12.2,13,19.68000031,27.04144,4
1795_0,117,10,1134.752756,309.54254,45,57,8.4,12.2,141,27.01000023,37.23144,4
1796_0,179,10,20.06905686,294.52908,39,55,8.5,12.5,74,35.91999817,1.1975905,4
1797_0,149,11,397.5080092,306.63278,45,60,8.1,11.5,-78,32.36999893,22.148788,4
1798_0,168,10,885.3597583,102.82717,48,68,7.1,10,-10,24.35000038,10.593136,4
1800_0,203,10,73.59911454,205.8078,48,61,7.9,11.5,60,23.10000038,6.103404,4
1801_0,166,11,60.65314592,16.393509,35,48,11.2,12.9,51,23.5,3.9670734,4
1802_0,204,11,86.20308246,212.11192,39,53,9,12.6,28,33.48999786,8.581754,4
1803_0,228,10,800.734543,198.86383,37,47,11.1,13.4,24,17.37999916,20.921404,4
1804_0,171,11,749.1813993,347.43387,38,53,9.2,12.5,45,26.3599987,2.4916265,4
1805_0,59,10,991.2056477,77.666,40,54,9.8,12.2,34,18.02000046,37.246403,4
1806_0,168,11,611.9037404,103.327965,55,76,6.7,8.3,-14,12.2699995,12.881513,4
1807_0,63,10,1468.577557,10.692343,45,59,8.4,11.4,-10,31.56999969,34.7347,4
1809_0,171,11,401.2717164,118.64621,60,67,7.4,9.7,23,25.97999954,20.161879,4
1810_0,186,11,98.91175334,254.63776,51,69,6.8,9.9,-128,36.32999802,4.3106313,4
1811_0,240,10,491.0509508,157.05458,41,54,9.3,12.7,-60,18.70999908,38.616924,4
1812_0,204,11,864.4467256,146.13448,62,78,5.8,8.1,-106,21.11999893,28.167816,4
1813_0,167,11,741.1709558,304.62555,51,67,7.2,10.2,121,35.84000015,13.750961,4
1814_0,203,10,1297.943296,141.59293,50,62,8.2,10.7,12,23.22999954,21.730421,4
1815_0,171,11,355.8503374,25.750776,55,76,6.7,8.4,12,14.89999962,1.8711048,4
1816_0,214,11,1378.894394,251.00446,48,59,8.3,11.4,64,31.39999962,27.05227,4
1818_0,205,11,-1.900809895,254.11192,63,66,7.7,10,53,21.94999886,28.07937,4
1819_0,204,10,1315.919727,169.21574,61,75,6.4,8.5,0,20.81999969,14.803593,4
1820_0,38,11,551.0916719,36.055782,48,58,8.2,11.7,39,32.52999878,37.877674,4
1821_0,157,11,1277.323032,23.16047,50,68,7,10,33,37.07999802,7.2750125,4
1823_0,250,10,1157.509936,176.27307,46,59,8.5,11.2,11,19.76000023,20.152325,4
1824_0,190,10,701.7027313,274.9768,66,83,5.2,7.3,26,15.96999931,24.992054,4
1825_0,166,11,138.3075033,66.30219,54,75,6.8,8.4,7,13.50999928,5.6961617,4
1826_0,172,11,1076.247709,312.4327,54,75,6.8,8.3,-71,17.29999924,8.295007,4
1827_0,158,11,677.5573495,59.232662,51,70,7.2,9.4,-131,14.17000008,10.089374,4
1828_0,179,10,68.12647076,282.96762,34,46,11,13.1,25,21.69999886,1.7149894,4
1829_0,190,11,936.3498142,252.01288,50,68,7,10,12,34.30999756,5.082532,4
1830_0,137,10,63.8687807,92.31099,46,59,8.5,11.2,88,19.76000023,23.850681,4
1831_0,249,10,253.3165564,202.50133,39,54,8.6,12.8,44,31.56999969,26.169289,4
1832_0,130,10,53.91178354,351.51212,40,57,8.4,12.1,-16,32.59000015,16.085981,4
1833_0,65,11,1042.443295,346.94043,45,58,8.3,11.9,99,29.97999954,35.187695,4
1834_0,155,11,1055.348857,55.176147,43,59,8.4,11.7,56,28.38999939,9.764757,4
1835_0,229,10,1357.584464,190.18184,62,79,5.5,8,46,26.37999916,22.683535,4
1836_0,166,11,1275.083527,67.42645,43,56,9.2,11.6,113,23.26999855,7.4195414,4
1837_0,81,11,1164.795593,49.287807,45,59,8.4,11.4,38,32.46999741,30.509163,4
1838_0,252,10,135.0063705,193.13278,51,62,8.3,10.6,16,22.55999947,39.015915,4
1840_0,63,11,967.7753685,70.570694,62,78,5.8,8.1,-79,21.11999893,41.818436,4
1841_0,61,11,1435.183987,355.60858,45,55,8.6,12.3,112,28.52999878,30.16832,4
1842_0,165,11,975.0145683,95.42378,40,53,10.4,12.4,71,17.69999886,15.878638,4
1843_0,187,11,314.5373727,216.09865,55,76,6.7,8.4,-6,14.89999962,7.2402716,4
1844_0,210,11,731.1999515,253.42833,51,62,7.7,10.9,116,29.59999847,24.060762,4
1845_0,226,10,510.5100386,228.31544,41,54,8.8,12.4,13,25.14999962,20.499643,4
1846_0,195,11,307.6938777,209.97159,37,53,9.6,12.4,45,33.29000092,5.434677,4
1849_0,102,12,795.088553,329.1679,61,78,6.6,7.9,-26,27.43000031,28.42839,4
1850_0,188,10,22.28811819,264.89575,37,53,9.1,12.7,45,34.77000046,5.0331,4
1851_0,232,10,715.9314737,181.19508,49,62,8,11.2,-14,20.10000038,22.588821,4
1852_0,99,11,105.315766,17.024763,41,58,8.3,12,83,33.97999954,20.042482,4
1853_0,131,11,423.8116338,24.01748,33,48,11.1,13.1,8,29.71999931,16.731838,4
1854_0,29,11,974.5201698,357.33713,61,65,8.1,10.3,58,23.73999977,37.062405,4
1855_0,128,11,57.9707992,289.4754,51,61,8.5,10.7,-71,23.04999924,25.930717,4
1856_0,101,11,984.2137074,11.0205555,49,60,8.2,11.4,48,18.18000031,21.1754,4
1857_0,180,11,949.0523081,292.49094,40,53,9.8,12.2,64,24.46999931,3.5083897,4
1858_0,225,10,1067.857914,241.32516,50,60,8.9,10.7,-66,23.11999893,32.242462,4
1859_0,116,10,445.9287225,320.53543,39,54,9.2,12.1,0,29.15999985,19.216413,4
1860_0,161,10,264.0794594,340.0995,46,62,8,10.4,11,21.38999939,7.605461,4
1861_0,212,10,823.127221,240.15152,41,53,10.2,12.4,8,16.21999931,12.229257,4
1862_0,173,10,1201.116151,126.88542,43,58,8.1,11.8,9,30.8599987,31.621483,4
1863_0,114,11,705.5611,39.154163,38,52,9.9,12.2,-8,30.88999939,19.010702,4
