system:index,CHILI,EVH,RdNBR_early,RdNBR_update,comp,diff,Aspect,Burning.Index,ERC,FM100,FM1000,mTPI,max_FRP,Max Gust,Slope,Structural Class,sum_FRP
1500_0,180,10,503.9623473,605.5841132,605.5841132,-101.6217659,133.51537,42,55,10,12,-77,4640.046,15.65999985,26.982859,4,49782.25061
1501_0,183,10,710.4827395,957.7606618,957.7606618,-247.2779223,278.68204,43,58,8.2,11.7,53,7063.4434,33.54999924,22.506584,4,471649.5624
1502_0,172,11,192.4912874,388.7811455,388.7811455,-196.2898581,100.76728,61,79,5.9,8,-25,3219.7556,22.80999947,17.598959,4,121609.9112
1503_0,181,10,1421.927821,1069.228976,1421.927821,352.698845,119.32287,60,74,7.2,8.5,-17,8763.596,22.78999901,4.6885476,4,446451.4145
1504_0,94,11,545.8230645,537.3663843,545.8230645,8.4566802,355.31494,39,53,9.2,12.2,0,3040.106,34.20000076,24.871597,4,43182.88733
1505_0,147,11,915.4175796,866.2454388,915.4175796,49.1721408,8.903392,32,46,11,13.6,12,2439.8394,27.55999947,10.47895,4,25283.51007
1506_0,82,11,1291.041325,1166.468741,1291.041325,124.572584,46.243298,50,67,7.2,10.1,-72,8924.528,37.97999954,25.511343,4,358660.9554
1507_0,214,11,813.9330435,929.0002708,929.0002708,-115.0672273,231.34203,47,56,9.3,11.5,28,2994.1272,30.25,12.608252,4,172455.5318
1508_0,147,11,1175.8262,963.8436621,1175.8262,211.9825379,301.5513,43,56,9.2,12,13,4151.346,17.57999992,32.059074,4,212820.6606
1509_0,234,11,1329.380773,1085.180992,1329.380773,244.199781,221.8811,65,79,5.5,8.2,-5,9672.879,20.78999901,17.604809,4,357346.9693
1510_0,182,10,1279.705368,1197.197897,1279.705368,82.507471,283.04822,50,69,7.1,9.7,-26,5912.651,31.38999939,2.6534245,4,251558.0101
1511_0,148,11,47.83331449,-107.2220926,47.83331449,155.0554071,72.92176,46,56,9.4,11.4,-56,9887.816,22.92000008,9.524382,4,263360.8965
1512_0,70,11,181.5036191,323.3196652,323.3196652,-141.8160461,338.80994,49,63,7.8,10.7,2,9455.58,23,35.337105,4,230569.9428
1513_0,176,11,663.5681087,1024.950255,1024.950255,-361.3821463,321.36707,35,49,10.5,12.9,48,5274.028,28.97999954,1.7841028,4,76085.81708
1514_0,245,11,67.94305873,60.52006373,67.94305873,7.422995,192.23763,60,65,7.7,10.2,-17,2394.754,24.11999893,32.13966,4,14050.6069
1516_0,149,10,1047.455677,1213.145999,1213.145999,-165.690322,100.15965,50,62,8.2,10.7,-25,9764.463,23.22999954,19.86228,4,143984.2688
1519_0,114,10,1036.238054,1143.267978,1143.267978,-107.029924,326.7064,46,58,8.5,11.7,-58,6969.7437,22.8599987,28.698095,4,234774.8905
1521_0,183,10,54.80896486,43.5024563,54.80896486,11.30650856,22.76692,43,56,8.9,12.2,31,9606.4,20.04999924,0.08674806,4,497663.9528
1522_0,172,11,1157.626994,1189.900945,1189.900945,-32.273951,284.74734,65,83,5.7,7.2,34,6200.903,19.43000031,37.209244,4,361550.0716
1523_0,94,11,422.8516904,897.4491525,897.4491525,-474.5974621,332.1979,62,79,5.5,8,-26,3706.1006,23.45999908,21.801153,4,76848.59924
1524_0,238,11,1385.6155,1198.57455,1385.6155,187.04095,231.40446,48,59,8.3,11.4,-86,9948.188,29.92000008,47.00342,4,403290.2578
1526_0,211,10,1282.774756,1084.951642,1282.774756,197.823114,150.56456,39,51,10,12.5,-25,6836.803,20.3599987,34.157627,4,437888.2768
1527_0,221,10,951.1480343,942.4522748,951.1480343,8.6957595,243.70744,45,60,8.2,11.3,61,9467.203,29.1799984,25.493782,4,271329.1785
1528_0,225,10,50.11175687,-15.2124321,50.11175687,65.32418897,228.43864,48,61,7.9,11.5,48,5037.78,23.10000038,18.449097,4,30372.85162
1529_0,147,11,11.95888932,-45.93400502,11.95888932,57.89289434,64.82798,46,56,9.4,11.4,-51,9887.816,19.55999947,12.169741,4,263360.8965
1530_0,228,10,142.5197794,210.8743986,210.8743986,-68.3546192,213.92365,49,70,6.8,9.7,48,8555.297,24.35000038,16.802258,4,746382.1526
1531_0,152,11,630.0017799,930.3185085,930.3185085,-300.3167286,323.11926,63,79,6,7.8,-24,9320.295,26.59999847,17.485838,4,353276.0881
1532_0,132,11,853.7563809,1069.481963,1069.481963,-215.7255821,358.1988,61,75,6.4,8.6,-34,8792.572,14.81999969,11.609257,4,376787.0821
1533_0,226,10,103.9603883,33.11044925,103.9603883,70.84993905,164.73318,39,54,8.6,12.8,-43,9594.372,31.56999969,28.519197,4,321888.2111
1534_0,185,10,480.7663758,739.2863033,739.2863033,-258.5199275,194.43335,34,46,11,13.1,5,8214.506,21.69999886,1.7643875,4,220746.539
1535_0,136,9,9.109662371,63.46941439,63.46941439,-54.35975202,34.720303,54,73,7,8.8,-49,2843.4802,13.07999992,8.059307,4,50511.36609
1536_0,158,10,153.4062635,-70.45695864,153.4062635,223.8632221,318.53305,51,72,6.7,9.2,-25,8555.297,18.84000015,8.301427,4,746382.1526
1537_0,237,10,494.2587341,588.543513,588.543513,-94.2847789,239.59651,42,54,8.8,12.6,-58,7017.6133,32.80999756,32.059593,4,351108.7128
1539_0,74,11,1320.266917,1148.231973,1320.266917,172.034944,67.6481,45,58,8.9,11.4,19,9786.442,25.95999908,34.062,4,268278.2394
1540_0,224,10,1079.838416,919.6162437,1079.838416,160.2221723,206.4418,43,55,9,12.1,-20,7916.7334,30.38999939,17.383375,4,256106.0649
1541_0,226,11,99.54615475,132.5901131,132.5901131,-33.04395835,241.43172,38,55,8.7,12.5,62,1964.955,38.04000092,24.428291,4,34941.15118
1542_0,144,11,103.5936739,506.4824958,506.4824958,-402.8888219,359.9504,42,54,9.3,12.5,27,8234.887,22.47999954,12.518777,4,361775.9399
1543_0,107,11,1037.373208,1098.143476,1098.143476,-60.770268,356.22833,50,67,7.1,10,65,8072.5254,26.36999893,22.24338,4,351020.571
1544_0,61,11,424.6070667,625.2100317,625.2100317,-200.602965,35.481464,37,47,11.1,13.4,-36,1170.2373,15.14999962,32.584404,4,5818.543701
1545_0,197,11,853.702639,1032.30183,1032.30183,-178.599191,266.5907,62,77,6,8.2,83,3706.1006,23.45999908,16.840858,4,76848.59924
1546_0,150,10,56.78320041,117.8005083,117.8005083,-61.01730789,294.88428,40,54,8.8,12.6,-79,9594.372,31.03999901,26.939392,4,321888.2111
1547_0,194,11,76.09821341,-50.61473566,76.09821341,126.7129491,154.42827,49,60,8.1,11.5,21,1986.0977,26.26000023,7.3351617,4,43545.75604
1548_0,187,11,597.2504007,796.4021641,796.4021641,-199.1517634,277.2184,36,50,9.6,13.3,8,10070.473,32.61000061,8.665854,4,218568.3641
1549_0,197,10,297.6424714,52.38886979,297.6424714,245.2536016,262.06387,40,57,8.4,12.1,-5,9608.121,32.59000015,14.915812,4,307923.1763
1550_0,205,11,144.2376065,876.923968,876.923968,-732.6863615,155.94579,46,60,8.1,11.7,81,8944.007,19.94999886,9.498131,4,525087.8774
1551_0,232,1,1009.481069,341.423998,1009.481069,668.057071,252.78252,66,83,5.2,7.3,-41,2024.0184,20.17000008,28.796732,4,17659.47299
1552_0,189,11,305.0819442,317.6730109,317.6730109,-12.5910667,285.1387,45,55,9.1,11.9,-34,2860.986,32.11000061,8.027614,4,139111.4551
1553_0,92,11,611.5752858,951.5674721,951.5674721,-339.9921863,5.814385,41,53,10.2,12.4,14,6836.803,19.18999863,23.8619,4,437888.2768
1554_0,204,11,1049.006139,1185.809755,1185.809755,-136.803616,314.3535,59,73,6.6,8.7,5,6142.327,16.76000023,2.8357193,4,348351.1601
1556_0,198,11,24.72728718,0.627397836,24.72728718,24.09988934,249.40932,49,60,8.1,11.5,-19,1988.2617,26.09000015,10.1323185,4,120009.0394
1557_0,100,10,595.1982865,1080.071025,1080.071025,-484.8727385,332.15695,40,53,10.4,12.3,140,8012.495,23.13999939,29.522577,4,157548.8885
1558_0,170,10,63.49652397,176.5939411,176.5939411,-113.0974171,350.53452,39,49,10.5,13,-22,8719.886,18.98999977,4.998243,4,229936.1864
1559_0,152,10,-19.26141518,-65.05309339,-19.26141518,45.79167821,340.83304,45,57,8.4,12.2,-6,3903.2256,27.01000023,10.044552,4,106118.3449
1560_0,135,11,961.1263925,845.4870281,961.1263925,115.6393644,343.22937,38,53,9.2,12.5,-118,9946.843,29.98999977,33.267395,4,201723.4694
1561_0,148,11,757.1101226,698.8415705,757.1101226,58.2685521,313.90967,41,53,8.9,12.7,13,7017.6133,32.80999756,14.850496,4,351108.7128
1562_0,202,10,74.86115273,203.5993493,203.5993493,-128.7381966,229.2773,40,57,8.4,12.1,65,9808.075,35.91999817,9.071904,4,288604.4801
1563_0,178,10,210.3672462,88.37963623,210.3672462,121.98761,346.89304,49,62,8,11.2,21,2680.6023,25.51000023,0.85139245,4,64046.302
1564_0,57,11,143.6851984,618.1001098,618.1001098,-474.4149114,330.63788,63,81,5.9,7.4,46,3219.7556,25.53999901,39.821022,4,121609.9112
1565_0,202,10,87.02109378,125.3672596,125.3672596,-38.34616582,199.84364,42,55,10,12,23,4640.046,18.8599987,14.745092,4,49782.25061
1566_0,181,10,1245.416674,1363.208987,1363.208987,-117.792313,121.72086,45,60,8.2,11.3,4,9467.203,27.92000008,11.58608,4,271329.1785
1567_0,85,11,748.6665185,1050.13515,1050.13515,-301.4686315,36.881344,39,53,9.2,12.2,53,3040.106,32.84000015,25.414576,4,43182.88733
1569_0,154,10,36.19056413,445.4952286,445.4952286,-409.3046645,347.27417,34,46,10.8,13,7,8214.506,19.38999939,8.685144,4,220746.539
1570_0,110,11,52.27662408,202.0342762,202.0342762,-149.7576521,328.45105,45,60,8.1,11.5,134,6753.976,32.36999893,28.209688,4,88125.00482
1571_0,163,11,1281.4726,1221.1751,1281.4726,60.2975,349.52194,52,71,7.1,9.4,-18,2974.4495,18.56999969,5.8626013,4,22019.91022
1572_0,90,11,1261.733892,1121.729067,1261.733892,140.004825,76.65292,49,60,8,11.3,114,6403.857,32.06999969,27.032614,4,436176.3999
1573_0,164,11,379.9977295,400.8584178,400.8584178,-20.8606883,0.4853644,63,80,6.1,7.5,-68,3219.7556,22.80999947,7.584741,4,121609.9112
1575_0,225,11,1118.163891,1131.832327,1131.832327,-13.668436,206.38722,54,75,6.8,8.3,17,2461.5295,18.80999947,14.202627,4,132157.7218
1577_0,228,4,966.4033875,1053.519364,1053.519364,-87.1159765,258.02222,48,68,7.1,10,33,8746.849,30.38999939,18.700657,4,729968.4067
1578_0,161,10,386.8579695,930.0906851,930.0906851,-543.2327156,96.35009,43,56,9.2,12,-55,6322.4365,17.73999977,21.966208,4,385283.7924
1579_0,181,11,-41.44487069,1.23039049,1.23039049,-42.67526118,287.66672,41,53,9.9,12.4,-9,6127.1265,21.06999969,22.57104,4,271593.9316
1580_0,175,10,190.4315607,64.18793356,190.4315607,126.2436271,338.59354,45,60,8.1,11.5,-78,6753.976,32.36999893,2.3630893,4,88125.00482
1581_0,185,11,207.6796375,477.6625852,477.6625852,-269.9829477,133.62733,54,76,6.7,8.3,-16,1249.8019,13.97999954,6.7313366,4,40170.7803
1582_0,210,10,768.2432556,952.1971916,952.1971916,-183.953936,160.83234,48,58,8.2,11.7,54,7444.8955,34.06999969,37.226093,4,350342.8384
1583_0,109,10,1120.679668,1310.512083,1310.512083,-189.832415,4.813548,49,58,9.1,11,85,3980.5042,18.04999924,20.886726,4,16382.44769
1584_0,100,11,105.2474305,326.5392816,326.5392816,-221.2918511,18.34879,50,66,7.7,10.2,-64,8924.528,35.75999832,23.637072,4,358660.9554
1585_0,140,11,334.5180183,671.8634414,671.8634414,-337.3454231,326.6342,59,70,6.9,9.5,36,9050.393,15.75999928,14.601857,4,636317.8454
1586_0,177,10,134.5576462,156.7327017,156.7327017,-22.1750555,93.6493,55,76,6.8,8.3,-3,2232.5366,14.14999962,2.9484177,4,25280.66064
1587_0,140,10,25.5377615,9.721265852,25.5377615,15.81649565,48.678978,40,53,10.6,12.1,-20,6639.0967,15.13000011,12.299664,4,245320.1654
1588_0,231,10,11.59235253,-30.93804278,11.59235253,42.53039531,227.43521,51,66,7.2,10.5,-79,9837.59,25.89999962,24.91405,4,249046.2838
1589_0,217,11,1268.136598,1158.439888,1268.136598,109.69671,185.4781,54,75,6.8,8.5,51,2528.7505,14.75999928,17.18385,4,43971.3349
1590_0,150,11,41.94102005,23.5236906,41.94102005,18.41732945,81.067055,40,57,8.4,12.1,10,4939.8584,28.38999939,15.486621,4,170338.9476
1591_0,66,11,68.23267156,233.0674331,233.0674331,-164.8347615,48.28161,42,60,8.7,10.7,58,634.6121,29.64999962,21.151052,4,764.717865
1592_0,35,10,57.97635683,83.67950715,83.67950715,-25.70315032,322.04608,45,55,9.1,11.9,12,9994.894,30.75,35.25764,4,195801.3188
1593_0,79,11,853.1695245,1056.457414,1056.457414,-203.2878895,357.80844,61,78,6.6,7.9,32,3296.824,27.26000023,32.96789,4,87817.04156
1595_0,176,11,748.8116992,931.9887337,931.9887337,-183.1770345,100.49394,46,64,7.2,10.9,-29,8746.849,24.35000038,12.247032,4,729968.4067
1596_0,160,11,321.7722076,576.6620669,576.6620669,-254.8898593,302.98724,49,62,8,11.2,33,2680.6023,20.10000038,19.537563,4,64046.302
1597_0,164,10,730.0342457,831.9256454,831.9256454,-101.8913997,88.24042,34,45,11.5,13.5,3,8214.506,25.07999992,7.552577,4,220746.539
1598_0,246,10,1129.451133,878.733733,1129.451133,250.7174,180.99529,62,76,5.8,8.6,-66,9654.514,15.82999992,37.356613,4,387462.6733
1599_0,215,11,233.3357183,321.0252777,321.0252777,-87.6895594,171.57509,55,77,6.4,8.1,61,2828.921,14.25,17.491924,4,106552.7285
1600_0,105,9,164.3344146,74.87490908,164.3344146,89.45950552,352.38116,37,53,8.9,12.9,36,3390.3596,35.81999969,24.395435,4,146201.5442
1601_0,248,11,1299.499547,989.054618,1299.499547,310.444929,196.83507,44,56,9.1,12.2,-20,9781.519,25.36999893,34.885063,4,45142.86877
1603_0,144,11,705.5435949,727.6645874,727.6645874,-22.1209925,319.91727,42,55,10,12,5,5458.107,15.65999985,19.334766,4,53493.81128
1604_0,93,11,996.3456228,1102.656522,1102.656522,-106.3108992,51.369514,50,61,8.2,11,58,9419.145,31.69999886,18.062004,4,513956.1464
1605_0,179,10,1322.762818,938.6408773,1322.762818,384.1219407,298.10788,62,77,6,8.2,36,9609.549,23.45999908,10.62479,4,195717.9208
1606_0,236,11,976.1452074,1005.215567,1005.215567,-29.0703596,236.46086,43,54,9.4,12.7,-102,7390.278,25.15999985,30.138391,4,163419.5043
1607_0,229,10,1399.64866,1188.886978,1399.64866,210.761682,181.79662,46,58,9.1,11.1,-2,5622.7617,20.71999931,21.184206,4,71111.02869
1608_0,228,10,69.51050309,80.74352096,80.74352096,-11.23301787,176.86307,66,83,5.2,7.3,33,2024.0184,20.17000008,13.96865,4,17659.47299
1609_0,137,11,1292.920139,1208.88034,1292.920139,84.039799,304.9137,59,73,7,8.7,4,9609.549,19.93999863,25.21911,4,195717.9208
1610_0,158,11,33.4006557,39.02578635,39.02578635,-5.62513065,2.0857613,39,54,8.6,12.8,65,9304.438,31.56999969,7.0735054,4,142535.7592
1611_0,165,10,385.5383853,569.8084988,569.8084988,-184.2701135,86.68408,50,62,8.2,10.7,-1,8049.3516,23.59000015,3.6534374,4,203292.1989
1612_0,217,11,247.0812057,374.2333213,374.2333213,-127.1521156,148.41994,60,65,7.7,10.2,74,2394.754,21.52999878,22.22654,4,14050.6069
1615_0,163,11,801.6614909,1077.54257,1077.54257,-275.8810791,114.323814,62,80,5.6,7.8,-139,6015.4526,24.22999954,34.546745,4,256768.5625
1616_0,83,10,1303.927684,1154.361284,1303.927684,149.5664,77.795456,45,57,8.4,12.2,-143,9858.388,27.76999855,37.087154,4,233863.3707
1617_0,240,10,773.0464198,964.0671931,964.0671931,-191.0207733,229.8348,48,61,7.9,11.5,-45,4657,20.39999962,26.157906,4,67130.39044
1618_0,87,11,476.1733766,636.8254634,636.8254634,-160.6520868,341.0231,41,51,10.1,13.2,-68,7780.3975,23.76999855,21.032888,4,261285.6555
1619_0,170,11,977.5974671,1156.427051,1156.427051,-178.8295839,284.83572,49,59,8.4,11.3,10,1986.0977,23.47999954,28.009445,4,43545.75604
1620_0,181,11,463.4146246,766.6678217,766.6678217,-303.2531971,272.27277,48,59,8.3,11.4,33,9948.188,26.14999962,19.004602,4,403290.2578
1621_0,74,10,1403.53725,1162.941703,1403.53725,240.595547,30.844595,46,58,8.5,11.7,-25,6969.7437,22.8599987,29.683208,4,234774.8905
1622_0,210,10,27.34525773,9.156512415,27.34525773,18.18874532,251.0438,39,54,8.6,12.8,49,5274.028,31.56999969,17.352005,4,76085.81708
1623_0,185,10,-21.30018974,11.23288776,11.23288776,-32.5330775,194.17868,49,60,8.1,11.5,-12,1986.0977,26.26000023,12.397441,4,43545.75604
1624_0,117,11,36.60904457,413.67458,413.67458,-377.0655354,312.63907,54,75,6.7,8.6,-19,1501.6804,12.86999989,32.427452,4,19535.14777
1625_0,166,10,1284.379836,1049.041016,1284.379836,235.33882,113.751625,43,56,9.2,12,-22,8635.756,17.57999992,24.89576,4,434501.2462
1626_0,199,11,1371.059202,1201.761068,1371.059202,169.298134,261.08426,63,75,6.2,8.7,37,9731.545,21.77000046,6.125625,4,542327.6436
1627_0,180,11,830.5986108,538.3425279,830.5986108,292.2560829,318.80307,39,49,10.6,12.4,-42,7367.5186,13.56999969,0.68739545,4,422160.4564
1628_0,106,10,1094.695572,1204.084506,1204.084506,-109.388934,11.886142,51,65,7.8,10.1,-51,9764.463,21.88999939,21.505299,4,143984.2688
1629_0,159,11,725.9375922,1081.267042,1081.267042,-355.3294498,358.10803,51,72,6.7,9.2,17,9413.2705,21.77000046,11.705423,4,763312.4277
1630_0,251,11,1245.842418,1001.353822,1245.842418,244.488596,192.7912,61,75,6.2,8.6,3,9609.549,15.82999992,25.590918,4,195717.9208
1631_0,251,10,48.77976444,-89.06842386,48.77976444,137.8481883,142.61725,48,58,8.3,11.7,6,3104.0508,29.03999901,13.20673,4,64324.19946
1632_0,97,11,1381.212912,1178.66555,1381.212912,202.547362,37.540997,45,60,8.1,11.5,-63,3885.3015,31.34000015,22.855536,4,121316.8655
1633_0,158,11,7.22264846,76.13990005,76.13990005,-68.91725159,321.5171,45,57,8.4,12.2,-3,9887.816,22.79999924,10.855426,4,263360.8965
1634_0,138,11,119.6019862,-62.77590991,119.6019862,182.3778961,329.3619,50,67,7.2,10.1,74,5171.504,39.22999954,13.716376,4,369111.8669
1635_0,175,11,195.6674137,247.9274932,247.9274932,-52.2600795,328.93256,39,55,8.5,12.5,38,4958.7007,35.63000107,2.2535424,4,315023.5209
1636_0,127,11,-96.66405513,46.22701063,46.22701063,-142.8910658,307.4106,44,56,9.1,12.2,-44,9781.519,25.36999893,34.14003,4,45142.86877
1637_0,144,11,1258.367121,1087.653764,1258.367121,170.713357,76.28024,62,78,5.8,8.1,46,8592.118,23.94999886,40.178146,4,128336.5712
1638_0,173,11,367.1821149,106.5898352,367.1821149,260.5922797,281.2326,37,53,9.1,12.7,-93,5476.548,33.57999802,26.848742,4,134815.0521
1639_0,150,10,-354.3939637,-30.54871173,-30.54871173,-323.845252,93.42545,46,56,9.4,11.4,-36,3460.457,18.37999916,7.0263233,4,79096.47952
1640_0,160,11,927.8734228,1006.031487,1006.031487,-78.1580642,50.262005,43,55,9.4,12.1,-14,5458.107,15.92999935,7.7727737,4,53493.81128
1641_0,212,11,1379.410029,1128.118328,1379.410029,251.291701,234.74138,48,62,7.8,10.9,-85,8924.528,38.37999725,14.07865,4,358660.9554
1642_0,227,10,1267.581004,1173.591755,1267.581004,93.989249,236.88113,59,73,7,8.7,-40,9609.549,19.93999863,37.29338,4,195717.9208
1643_0,166,10,1148.79704,985.9235395,1148.79704,162.8735005,130.21849,41,53,9.9,12.4,66,9485.056,17.6099987,35.261696,4,365965.6848
1644_0,65,10,14.43037739,84.47160434,84.47160434,-70.04122695,7.503778,46,60,8,11.3,-125,2830.5066,30.4299984,28.73602,4,75081.63216
1645_0,99,11,779.7767528,1017.660941,1017.660941,-237.8841882,68.815765,39,56,8.6,12.4,-64,7255.7817,36.14999771,28.188911,4,102163.6768
1646_0,162,11,1010.954953,1199.288184,1199.288184,-188.333231,43.98921,54,75,6.8,8.5,53,4532.0713,15.07999992,6.094532,4,153606.916
1647_0,97,10,267.6984625,242.8958128,267.6984625,24.8026497,313.0036,51,61,8.5,10.7,-29,8049.3516,23.04999924,39.894535,4,203292.1989
1648_0,178,11,233.5925147,693.568908,693.568908,-459.9763933,288.38055,34,46,10.8,13,3,8214.506,19.38999939,7.2455482,4,220746.539
1650_0,187,11,883.8657008,982.9912715,982.9912715,-99.1255707,135.09726,44,54,9.7,11.8,23,8096.6724,30.63999939,12.100698,4,218446.0367
1651_0,173,11,410.8133116,872.1236583,872.1236583,-461.3103467,299.65073,49,62,8,10.7,8,3080.1963,29.8599987,9.348007,4,38033.10352
1652_0,208,10,1290.526501,1039.128186,1290.526501,251.398315,250.63368,46,58,8.6,11.5,-65,9972.317,24,47.032684,4,695687.9535
1653_0,221,10,653.5963887,898.9785458,898.9785458,-245.3821571,191.73761,43,55,9.4,12.1,49,4657.1685,15.07999992,18.756483,4,145234.3999
1654_0,226,10,16.0975056,39.72685537,39.72685537,-23.62934977,228.0288,42,54,9.3,12.8,22,6639.0967,15.13000011,21.732965,4,245320.1654
1655_0,100,11,544.2391011,838.9868156,838.9868156,-294.7477145,37.639084,45,60,8.2,11.3,27,9858.388,24.23999977,22.640856,4,233863.3707
1657_0,18,11,740.5815158,840.8216373,840.8216373,-100.2401215,28.45893,39,53,8.8,12.8,110,7916.7334,35.27999878,38.70321,4,256106.0649
1658_0,231,10,7.828949063,35.8868518,35.8868518,-28.05790274,234.45609,49,60,8,11.3,28,4499.314,32.52999878,22.433773,4,155854.8112
1659_0,173,11,1330.600415,1229.911009,1330.600415,100.689406,92.47191,62,75,6.9,8.2,-27,9697.371,21.11999893,7.238969,4,401771.0743
1660_0,169,10,521.6553718,526.6673882,526.6673882,-5.0120164,337.44992,61,72,6.8,9,-26,9639.897,23.01000023,3.9972014,4,799829.825
1661_0,215,10,83.55227238,43.31796349,83.55227238,40.23430889,183.17715,65,67,7.5,9.6,77,9781.687,25.56999969,14.233799,4,128689.0764
1662_0,166,11,667.0913355,886.777616,886.777616,-219.6862805,317.88113,49,63,7.8,10.7,36,9482.034,20.85000038,9.819012,4,200606.0724
1663_0,174,11,677.2514994,1003.483778,1003.483778,-326.2322786,301.41617,47,66,7.2,10.5,36,5912.651,33.11000061,7.3048997,4,251558.0101
1664_0,82,10,1447.919663,1115.649046,1447.919663,332.270617,69.06796,40,51,10.3,13.2,50,6940.6973,26.67000008,38.867527,4,184395.2939
1665_0,223,11,1284.363744,1209.859561,1284.363744,74.504183,186.81224,57,73,6.5,9.1,75,6142.327,18.60000038,17.496944,4,348351.1601
1666_0,65,11,736.4750408,913.1735146,913.1735146,-176.6984738,341.6762,44,58,8.6,11.7,-35,1133.6974,30.6799984,27.99111,4,31315.15769
1667_0,139,11,1264.927259,1194.335085,1264.927259,70.592174,26.250837,54,75,6.8,8.5,56,2412.9514,15.07999992,12.203622,4,5846.11676
1668_0,156,11,146.4630926,776.4248149,776.4248149,-629.9617223,333.41974,42,54,8.8,12.6,4,9956.53,33.27999878,15.218206,4,421550.2112
1669_0,65,11,146.984191,880.1285913,880.1285913,-733.1444003,352.72388,50,62,8.2,10.7,-21,8049.3516,23.22999954,35.085953,4,203292.1989
1670_0,191,9,621.2546631,722.0267758,722.0267758,-100.7721127,134.95224,54,74,6.7,8.8,33,9103.857,13.10999966,11.348732,4,383689.1101
1671_0,123,11,101.048633,99.00448537,101.048633,2.04414763,358.96667,49,62,8,10.7,-8,4051.6733,29.26000023,15.641087,4,46531.77808
1672_0,212,11,1234.437383,1060.166604,1234.437383,174.270779,146.91856,64,81,6,7.5,-51,9542.21,27.84000015,37.269985,4,244559.1167
1674_0,10,10,1309.11151,1085.751342,1309.11151,223.360168,30.394077,46,56,8.4,12.2,32,7444.8955,28.52999878,35.487663,4,350342.8384
1675_0,200,10,134.2596058,157.2996617,157.2996617,-23.0400559,151.38281,59,74,6.2,9,-110,4115.002,15.88000011,35.965992,4,343079.9783
1676_0,169,10,1134.732327,1040.549535,1134.732327,94.182792,2.5330667,62,77,6,8.2,-73,8542.786,18.20999908,12.877633,4,184240.4236
1677_0,183,11,37.99454209,255.2233041,255.2233041,-217.228762,122.64748,56,76,6.8,8.1,-15,4366.0503,11.84000015,3.1656249,4,92343.57957
1678_0,204,11,389.221125,548.0541234,548.0541234,-158.8329984,238.51988,43,56,8.9,12.2,-53,6635.1235,20.36999893,12.964084,4,397878.3645
1679_0,234,10,974.4805297,1124.70314,1124.70314,-150.2226103,192.40877,45,55,8.9,12,162,9936.641,25.13999939,23.163149,4,331580.8779
1680_0,220,10,1352.378553,1018.570958,1352.378553,333.807595,164.06088,60,74,7.2,8.5,-16,9320.295,22.78999901,22.134289,4,353276.0881
1681_0,205,11,200.9758467,122.6726436,200.9758467,78.3032031,238.35284,50,69,7.1,9.7,135,6879.1196,27.47999954,11.009244,4,339724.305
1682_0,247,10,585.6491972,584.4933098,585.6491972,1.1558874,225.05736,49,60,8.3,11.1,-42,3372.1545,32.38999939,41.746162,4,95230.24966
1683_0,203,12,1085.893946,641.9279515,1085.893946,443.9659945,210.05487,33,47,10.4,13.6,58,3261.1924,36.54999924,8.377879,4,80901.00543
1684_0,145,11,201.0676397,32.46937653,201.0676397,168.5982632,296.2455,61,78,6.6,7.9,-99,6015.4526,28.87999916,33.017662,4,256768.5625
1685_0,69,11,517.7669211,852.9833239,852.9833239,-335.2164028,1.0102458,47,56,9.3,11.5,-181,2714.5098,31.11999893,36.657284,4,118560.6837
1686_0,156,10,849.5269604,1030.592122,1030.592122,-181.0651616,33.610504,41,53,8.9,12.7,69,7017.6133,32.80999756,12.173358,4,351108.7128
1687_0,116,11,671.7927807,1064.422211,1064.422211,-392.6294303,309.48566,63,66,7.7,10,-22,7830.224,22.98999977,33.48416,4,152690.4116
1688_0,241,10,216.7643764,278.1304039,278.1304039,-61.3660275,223.51947,45,57,8.6,12.1,-55,9645.574,19.48999977,28.361204,4,153796.9077
1689_0,103,11,374.1731389,548.3698795,548.3698795,-174.1967406,331.68475,46,60,8,11.3,104,7063.4434,29.04999924,27.444664,4,471649.5624
1690_0,145,10,1151.98893,987.7719192,1151.98893,164.2170108,15.360917,43,55,9.8,11.9,15,5458.107,15.92999935,11.659016,4,53493.81128
1691_0,182,11,782.323404,927.8674231,927.8674231,-145.5440191,271.24084,39,49,10.6,12.4,-101,4095.4878,16.77000046,31.199514,4,311678.5315
1693_0,174,11,277.5102663,338.4486742,338.4486742,-60.9384079,294.94293,39,55,8.5,12.5,19,4958.7007,35.63000107,13.986603,4,315023.5209
1695_0,171,11,32.95033431,-16.28744001,32.95033431,49.23777432,280.99573,49,59,8.2,11.4,4,4499.314,31.28999901,22.947426,4,155854.8112
1696_0,49,11,924.6923344,1058.406419,1058.406419,-133.7140846,63.21879,43,56,9.2,11.6,73,5886.768,23.26999855,37.5559,4,90087.59467
1697_0,193,11,198.6736461,216.7099598,216.7099598,-18.0363137,147.1829,51,70,7.2,9.4,-152,4191.99,16.46999931,15.501867,4,67840.1633
1698_0,192,11,548.2035473,735.0936348,735.0936348,-186.8900875,246.15875,35,46,11.2,13.4,59,9812.753,21.5,5.9878073,4,177348.5354
1699_0,31,10,779.7175997,1027.282116,1027.282116,-247.5645163,31.579332,45,58,8.3,11.9,-39,3885.3015,29.97999954,40.838604,4,121316.8655
